run_id,task_label,instance_id_short,hint_profile,phase,phase_request_index,ttft_ms,latency_ms,prompt_tokens,completion_tokens,cache_hit,cached_token_count,recomputed_prefix_tokens,cache_reuse_ratio,worker_runtime_json_matched,transfer_request_id_matched,host_to_device_kv_mb,device_to_host_kv_mb,transfer_cuda_sync_ms,patch_nonempty
agentbench-20260603_143449,gravitational/teleport,3fa69043,high-reuse,execution,1,1722.205,3991.019,11448,92,True,8640,2808,0.7547169811320755,False,False,,,475.812856,False
agentbench-20260603_143449,gravitational/teleport,3fa69043,high-reuse,execution,2,,3993.655,11553,92,True,8768,2785,0.7589370726218299,False,False,,,475.812856,False
agentbench-20260603_143449,gravitational/teleport,3fa69043,high-reuse,patch_generation,0,335.718,5723.319,9592,100,True,9408,184,0.9808173477898249,False,False,,,475.812856,False
agentbench-20260603_143449,gravitational/teleport,3fa69043,high-reuse,review,0,,7313.238,9853,6,True,9600,253,0.974322541357962,False,False,,,475.812856,False
agentbench-20260603_144037,internetarchive/openlibrary,dbbd9d53,high-reuse,planning,0,1361.837,42773.918,10822,543,True,9792,1030,0.904823507669562,False,False,,,475.812856,False
agentbench-20260603_144037,internetarchive/openlibrary,dbbd9d53,high-reuse,execution,0,449.008,17816.408,10498,244,True,10368,130,0.9876166888931225,False,False,,,475.812856,False
agentbench-20260603_144037,internetarchive/openlibrary,dbbd9d53,high-reuse,execution,1,1152.083,52982.709,22325,539,True,10624,11701,0.4758790593505039,False,False,,,475.812856,False
agentbench-20260603_144037,internetarchive/openlibrary,dbbd9d53,high-reuse,execution,2,1180.035,84653.305,13072,1547,True,11072,2000,0.847001223990208,False,False,,,475.812856,False
agentbench-20260603_144037,internetarchive/openlibrary,dbbd9d53,high-reuse,patch_generation,0,1516.555,47167.879,14562,548,True,11776,2786,0.8086801263562697,False,False,,,475.812856,False
agentbench-20260603_144037,internetarchive/openlibrary,dbbd9d53,high-reuse,review,0,4880.531,26015.603,12127,737,True,10624,1503,0.8760616805475385,False,False,,,475.812856,False
agentbench-20260603_144513,ansible/ansible,395e5e20,high-reuse,planning,0,1689.085,37569.434,10215,1102,True,8640,1575,0.8458149779735683,False,False,,,475.812856,True
agentbench-20260603_144513,ansible/ansible,395e5e20,high-reuse,execution,0,1288.4119999999998,3091.291,12669,6,True,11328,1341,0.8941510774331044,False,False,,,475.812856,True
agentbench-20260603_144513,ansible/ansible,395e5e20,high-reuse,execution,1,,5403.943,11584,10,True,11456,128,0.988950276243094,False,False,,,475.812856,True
agentbench-20260603_144513,ansible/ansible,395e5e20,high-reuse,patch_generation,0,887.208,1960.75,9841,6,True,11328,0,1.0,False,False,,,475.812856,True
agentbench-20260603_144513,ansible/ansible,395e5e20,high-reuse,review,0,1425.975,9986.036,9868,242,True,11456,0,1.0,False,False,,,475.812856,True
agentbench-20260603_144653,qutebrowser/qutebrowser,96b99780,high-reuse,planning,0,1503.941,22207.775,10471,248,True,10368,103,0.9901633081845096,False,False,,,475.812856,False
agentbench-20260603_144653,qutebrowser/qutebrowser,96b99780,high-reuse,execution,0,1261.873,8417.665,10396,175,True,10368,28,0.9973066564063101,False,False,,,475.812856,False
agentbench-20260603_144653,qutebrowser/qutebrowser,96b99780,high-reuse,execution,1,1418.664,16401.874,23899,64,True,11776,12123,0.49274028202016823,False,False,,,475.812856,False
agentbench-20260603_144653,qutebrowser/qutebrowser,96b99780,high-reuse,execution,2,421.834,8513.059,10683,173,True,10560,123,0.9884863802302724,False,False,,,475.812856,False
agentbench-20260603_144653,qutebrowser/qutebrowser,96b99780,high-reuse,patch_generation,0,1772.948,1613.547,9425,6,True,9344,81,0.9914058355437666,False,False,,,475.812856,False
agentbench-20260603_144653,qutebrowser/qutebrowser,96b99780,high-reuse,review,0,731.87,2746.059,9490,6,True,10496,0,1.0,False,False,,,475.812856,False
agentbench-20260603_144758,element-hq/element-web,33e8edb3,high-reuse,planning,0,948.411,10289.928,9866,294,True,8640,1226,0.8757348469491182,False,False,,,475.812856,False
agentbench-20260603_144758,element-hq/element-web,33e8edb3,high-reuse,execution,0,581.58,36183.74,10177,1061,True,8640,1537,0.8489731748059349,False,False,,,475.812856,False
agentbench-20260603_144758,element-hq/element-web,33e8edb3,high-reuse,execution,1,1359.247,32719.939,10690,953,True,8640,2050,0.8082319925163705,False,False,,,475.812856,False
agentbench-20260603_144758,element-hq/element-web,33e8edb3,high-reuse,execution,2,,58556.05,11189,1717,True,9152,2037,0.8179461971579229,False,False,,,475.812856,False
agentbench-20260603_144758,element-hq/element-web,33e8edb3,high-reuse,patch_generation,0,,95443.109,14072,2048,True,13952,120,0.9914724275156339,False,False,,,475.812856,False
agentbench-20260603_144758,element-hq/element-web,33e8edb3,high-reuse,review,0,1208.112,82256.791,15482,2048,True,15168,314,0.9797183826379021,False,False,,,475.812856,False
agentbench-20260603_145348,future-architect/vuls,407407d3,high-reuse,planning,0,1121.158,10718.205,10238,303,True,8640,1598,0.8439148271146708,False,False,,,475.812856,False
agentbench-20260603_145348,future-architect/vuls,407407d3,high-reuse,execution,0,1773.816,3701.738,10558,92,True,8640,1918,0.818336806213298,False,False,,,475.812856,False
agentbench-20260603_145348,future-architect/vuls,407407d3,high-reuse,execution,1,1390.395,3721.607,10675,92,True,8640,2035,0.8093676814988291,False,False,,,475.812856,False
agentbench-20260603_145348,future-architect/vuls,407407d3,high-reuse,execution,2,988.517,3725.079,10780,92,True,8768,2012,0.8133580705009277,False,False,,,475.812856,False
agentbench-20260603_145348,future-architect/vuls,407407d3,high-reuse,patch_generation,0,1566.095,11177.237,9737,8,True,9344,393,0.9596384923487727,False,False,,,475.812856,False
agentbench-20260603_145348,future-architect/vuls,407407d3,high-reuse,review,0,803.004,10626.715,9715,6,True,9344,371,0.961811631497684,False,False,,,475.812856,False
agentbench-20260603_145438,internetarchive/openlibrary,111347e9,high-reuse,planning,0,1164.678,31551.368,9774,928,True,8640,1134,0.8839779005524862,False,False,,,475.812856,False
agentbench-20260603_145438,internetarchive/openlibrary,111347e9,high-reuse,execution,0,1159.47,3458.332,10719,83,True,8640,2079,0.8060453400503779,False,False,,,475.812856,False
agentbench-20260603_145438,internetarchive/openlibrary,111347e9,high-reuse,execution,1,,3487.675,10827,83,True,8640,2187,0.7980049875311721,False,False,,,475.812856,False
agentbench-20260603_145438,internetarchive/openlibrary,111347e9,high-reuse,execution,2,989.01,3489.568,10923,83,True,8704,2219,0.7968506820470567,False,False,,,475.812856,False
agentbench-20260603_145438,internetarchive/openlibrary,111347e9,high-reuse,patch_generation,0,,2832.441,10363,8,True,9856,507,0.9510759432596738,False,False,,,475.812856,False
agentbench-20260603_145438,internetarchive/openlibrary,111347e9,high-reuse,review,0,1662.105,2875.485,10369,8,True,9856,513,0.9505256051692546,False,False,,,475.812856,False
agentbench-20260603_145531,future-architect/vuls,e6c0da61,high-reuse,planning,0,1964.998,45072.121,12011,574,True,11136,875,0.9271501123969694,False,False,,,475.812856,False
agentbench-20260603_145531,future-architect/vuls,e6c0da61,high-reuse,execution,0,,19818.068,11542,561,True,11136,406,0.964824120603015,False,False,,,475.812856,False
agentbench-20260603_145531,future-architect/vuls,e6c0da61,high-reuse,execution,1,,19977.261,11977,561,True,11136,841,0.9297820823244553,False,False,,,475.812856,False
agentbench-20260603_145531,future-architect/vuls,e6c0da61,high-reuse,execution,2,1431.9679999999998,20022.782,12400,561,True,9024,3376,0.727741935483871,False,False,,,475.812856,False
agentbench-20260603_145531,future-architect/vuls,e6c0da61,high-reuse,patch_generation,0,,20076.159,10931,574,True,9024,1907,0.8255420364102095,False,False,,,475.812856,False
agentbench-20260603_145531,future-architect/vuls,e6c0da61,high-reuse,review,0,1091.074,20253.198,11502,574,True,8640,2862,0.7511737089201878,False,False,,,475.812856,False
agentbench-20260603_145801,gravitational/teleport,6eaaf3a2,high-reuse,planning,0,1149.195,15389.217,9877,446,True,8640,1237,0.8747595423711654,False,False,,,475.812856,False
agentbench-20260603_145801,gravitational/teleport,6eaaf3a2,high-reuse,execution,0,1067.698,32671.59,10340,956,True,8640,1700,0.8355899419729207,False,False,,,475.812856,False
agentbench-20260603_145801,gravitational/teleport,6eaaf3a2,high-reuse,execution,1,1357.645,69735.665,10823,2048,True,8640,2183,0.7982999168437587,False,False,,,475.812856,False
agentbench-20260603_145801,gravitational/teleport,6eaaf3a2,high-reuse,execution,2,,40045.746,11294,1167,True,9088,2206,0.804675048698424,False,False,,,475.812856,False
agentbench-20260603_145801,gravitational/teleport,6eaaf3a2,high-reuse,patch_generation,0,1607.612,2809.828,13293,40,True,9088,4205,0.6836680959903708,False,False,,,475.812856,False
agentbench-20260603_145801,gravitational/teleport,6eaaf3a2,high-reuse,review,0,,2836.744,13330,40,True,8576,4754,0.6433608402100525,False,False,,,475.812856,False
agentbench-20260603_150054,qutebrowser/qutebrowser,fd6790fe,high-reuse,planning,0,578.877,16662.576,9857,484,True,8640,1217,0.8765344425281526,False,False,,,475.812856,False
agentbench-20260603_150054,qutebrowser/qutebrowser,fd6790fe,high-reuse,execution,0,573.284,6505.816,11747,55,True,10368,1379,0.8826083255299225,False,False,,,475.812856,False
agentbench-20260603_150054,qutebrowser/qutebrowser,fd6790fe,high-reuse,execution,1,885.417,14524.832,14605,63,True,13248,1357,0.9070866141732283,False,False,,,475.812856,False
agentbench-20260603_150054,qutebrowser/qutebrowser,fd6790fe,high-reuse,execution,2,1885.991,10535.691,13295,64,True,11904,1391,0.8953742008273787,False,False,,,475.812856,False
agentbench-20260603_150054,qutebrowser/qutebrowser,fd6790fe,high-reuse,patch_generation,0,887.34,1823.793,9418,6,True,10432,0,1.0,False,False,,,475.812856,False
agentbench-20260603_150054,qutebrowser/qutebrowser,fd6790fe,high-reuse,review,0,1647.58,4247.757,9552,6,True,11840,0,1.0,False,False,,,475.812856,False
agentbench-20260603_150153,gravitational/teleport,e6d86299,high-reuse,planning,0,1320.6180000000002,10988.783,11652,298,True,8640,3012,0.741503604531411,False,False,,,475.812856,False
agentbench-20260603_150153,gravitational/teleport,e6d86299,high-reuse,execution,0,,4163.48,11967,93,True,8640,3327,0.7219854600150414,False,False,,,475.812856,False
agentbench-20260603_150153,gravitational/teleport,e6d86299,high-reuse,execution,1,1739.006,3541.057,12084,74,True,8640,3444,0.7149950347567031,False,False,,,475.812856,False
agentbench-20260603_150153,gravitational/teleport,e6d86299,high-reuse,execution,2,,3545.16,12171,74,True,8768,3403,0.7204009530852026,False,False,,,475.812856,False
agentbench-20260603_150153,gravitational/teleport,e6d86299,high-reuse,patch_generation,0,1337.395,6210.164,9456,8,True,9280,176,0.9813874788494078,False,False,,,475.812856,False
agentbench-20260603_150153,gravitational/teleport,e6d86299,high-reuse,review,0,,6239.143,9462,8,True,9280,182,0.9807651659268654,False,False,,,475.812856,False
agentbench-20260603_150236,internetarchive/openlibrary,8a5a63af,high-reuse,planning,0,916.114,9777.801,10572,272,True,8640,1932,0.8172531214528944,False,False,,,475.812856,False
agentbench-20260603_150236,internetarchive/openlibrary,8a5a63af,high-reuse,execution,0,1257.117,9238.744,10861,254,True,8640,2221,0.7955068594052113,False,False,,,475.812856,False
agentbench-20260603_150236,internetarchive/openlibrary,8a5a63af,high-reuse,execution,1,,3903.849,11139,92,True,8640,2499,0.7756531106921627,False,False,,,475.812856,False
agentbench-20260603_150236,internetarchive/openlibrary,8a5a63af,high-reuse,execution,2,1803.0720000000001,3869.021,11244,92,True,8896,2348,0.7911775168979011,False,False,,,475.812856,False
agentbench-20260603_150236,internetarchive/openlibrary,8a5a63af,high-reuse,patch_generation,0,,2602.043,9490,8,True,9344,146,0.9846153846153847,False,False,,,475.812856,False
agentbench-20260603_150236,internetarchive/openlibrary,8a5a63af,high-reuse,review,0,167.78199999999998,4624.728,9601,8,True,9472,129,0.9865638995937923,False,False,,,475.812856,False
agentbench-20260603_150315,navidrome/navidrome,b65e7629,high-reuse,planning,0,1485.413,20096.105,9917,586,True,8640,1277,0.8712312191186851,False,False,,,475.812856,False
agentbench-20260603_150315,navidrome/navidrome,b65e7629,high-reuse,execution,0,798.276,19770.272,12002,82,True,11776,226,0.9811698050324946,False,False,,,475.812856,False
agentbench-20260603_150315,navidrome/navidrome,b65e7629,high-reuse,execution,1,1461.296,3009.64,11460,8,True,10624,836,0.9270506108202443,False,False,,,475.812856,False
agentbench-20260603_150315,navidrome/navidrome,b65e7629,high-reuse,execution,2,256.17,2935.012,11481,6,True,11392,89,0.9922480620155039,False,False,,,475.812856,False
agentbench-20260603_150315,navidrome/navidrome,b65e7629,high-reuse,patch_generation,0,773.203,70319.128,9437,2048,True,11520,0,1.0,False,False,,,475.812856,False
agentbench-20260603_150315,navidrome/navidrome,b65e7629,high-reuse,review,0,841.956,71390.36,11484,2048,True,11776,0,1.0,False,False,,,475.812856,False
agentbench-20260603_150628,internetarchive/openlibrary,25858f9f,high-reuse,planning,0,1035.417,14234.145,10556,405,True,8640,1916,0.8184918529746116,False,False,,,475.812856,False
agentbench-20260603_150628,internetarchive/openlibrary,25858f9f,high-reuse,execution,0,1025.558,8540.019,10978,231,True,8640,2338,0.7870286026598652,False,False,,,475.812856,False
agentbench-20260603_150628,internetarchive/openlibrary,25858f9f,high-reuse,execution,1,,4095.47,11233,97,True,8640,2593,0.7691622896821864,False,False,,,475.812856,False
agentbench-20260603_150628,internetarchive/openlibrary,25858f9f,high-reuse,execution,2,800.489,4080.076,11343,97,True,8896,2447,0.784272238384907,False,False,,,475.812856,False
agentbench-20260603_150628,internetarchive/openlibrary,25858f9f,high-reuse,patch_generation,0,,2841.094,10643,6,True,9472,1171,0.8899746312130038,False,False,,,475.812856,False
agentbench-20260603_150628,internetarchive/openlibrary,25858f9f,high-reuse,review,0,1011.8119999999999,5269.009,11860,8,True,10624,1236,0.8957841483979764,False,False,,,475.812856,False
agentbench-20260603_150713,element-hq/element-web,5dfde12c,high-reuse,planning,0,512.808,39798.864,10301,1168,True,8640,1661,0.8387535190758179,False,False,,,475.812856,False
agentbench-20260603_150713,element-hq/element-web,5dfde12c,high-reuse,execution,0,1973.505,4749.913,11486,114,True,8640,2846,0.7522200940275118,False,False,,,475.812856,False
agentbench-20260603_150713,element-hq/element-web,5dfde12c,high-reuse,execution,1,,4130.016,11624,95,True,8640,2984,0.7432897453544391,False,False,,,475.812856,False
agentbench-20260603_150713,element-hq/element-web,5dfde12c,high-reuse,execution,2,1692.8129999999999,4142.929,11732,95,True,8768,2964,0.7473576542788953,False,False,,,475.812856,False
agentbench-20260603_150713,element-hq/element-web,5dfde12c,high-reuse,patch_generation,0,,17799.017,12046,6,True,11264,782,0.9350821849576623,False,False,,,475.812856,False
agentbench-20260603_150713,element-hq/element-web,5dfde12c,high-reuse,review,0,1535.921,16740.169,11990,6,True,11328,662,0.9447873227689741,False,False,,,475.812856,False
agentbench-20260603_151318,flipt-io/flipt,3b2c25ee,high-reuse,planning,0,818.932,13641.542,10242,390,True,8640,1602,0.843585237258348,False,False,,,475.812856,False
agentbench-20260603_151318,flipt-io/flipt,3b2c25ee,high-reuse,execution,0,1254.858,7183.712,10649,195,True,8640,2009,0.811343788149122,False,False,,,475.812856,False
agentbench-20260603_151318,flipt-io/flipt,3b2c25ee,high-reuse,execution,1,1493.07,3657.591,10868,88,True,8640,2228,0.7949944792050055,False,False,,,475.812856,False
agentbench-20260603_151318,flipt-io/flipt,3b2c25ee,high-reuse,execution,2,,3645.842,10969,88,True,8832,2137,0.8051782295560215,False,False,,,475.812856,False
agentbench-20260603_151318,flipt-io/flipt,3b2c25ee,high-reuse,patch_generation,0,569.059,5165.607,11473,8,True,10688,785,0.9315784886254684,False,False,,,475.812856,False
agentbench-20260603_151318,flipt-io/flipt,3b2c25ee,high-reuse,review,0,,5153.007,11479,8,True,10688,791,0.931091558498127,False,False,,,475.812856,False
agentbench-20260603_151402,NodeBB/NodeBB,a5afad27,high-reuse,planning,0,631.93,12261.796,9990,352,True,8640,1350,0.8648648648648649,False,False,,,475.812856,False
agentbench-20260603_151402,NodeBB/NodeBB,a5afad27,high-reuse,execution,0,1009.463,7896.828,10627,41,True,10496,131,0.987672908628964,False,False,,,475.812856,False
agentbench-20260603_151402,NodeBB/NodeBB,a5afad27,high-reuse,execution,1,223.272,72004.904,10542,2048,True,10432,110,0.9895655473344717,False,False,,,475.812856,False
agentbench-20260603_151402,NodeBB/NodeBB,a5afad27,high-reuse,execution,2,205.719,27116.244,19324,66,True,19200,124,0.9935831090871455,False,False,,,475.812856,False
agentbench-20260603_151402,NodeBB/NodeBB,a5afad27,high-reuse,patch_generation,0,664.645,2921.263,11302,6,True,11200,102,0.9909750486639533,False,False,,,475.812856,False
agentbench-20260603_151402,NodeBB/NodeBB,a5afad27,high-reuse,review,0,525.362,2922.945,11306,6,True,11200,106,0.990624447196179,False,False,,,475.812856,False
agentbench-20260603_151614,gravitational/teleport,eefac60a,high-reuse,planning,0,565.365,39298.702,10109,1154,True,8640,1469,0.8546839449995054,False,False,,,475.812856,True
agentbench-20260603_151614,gravitational/teleport,eefac60a,high-reuse,execution,0,1091.428,8549.666,11409,110,True,11328,81,0.9929003418353931,False,False,,,475.812856,True
agentbench-20260603_151614,gravitational/teleport,eefac60a,high-reuse,execution,1,,38968.806,12626,10,True,12032,594,0.9529542214478061,False,False,,,475.812856,True
agentbench-20260603_151614,gravitational/teleport,eefac60a,high-reuse,execution,2,,22436.282,12874,10,True,12032,842,0.9345968618921858,False,False,,,475.812856,True
agentbench-20260603_151614,gravitational/teleport,eefac60a,high-reuse,patch_generation,0,916.2360000000001,36272.603,11102,10,True,11392,0,1.0,False,False,,,475.812856,True
agentbench-20260603_151614,gravitational/teleport,eefac60a,high-reuse,review,0,,17841.074,10526,6,True,12032,0,1.0,False,False,,,475.812856,True
agentbench-20260604_151332,NodeBB/NodeBB,04998908,high-reuse,planning,0,17191.821,34516.748,10449,506,False,0,10449,0.0,True,False,,,0.0,False
agentbench-20260604_151332,NodeBB/NodeBB,04998908,high-reuse,execution,0,762.544,5028.091,10972,122,True,8512,2460,0.7757929274516953,True,False,,,0.0,False
agentbench-20260604_151332,NodeBB/NodeBB,04998908,high-reuse,execution,1,785.064,5071.949,11118,122,True,8512,2606,0.7656053246986868,True,False,,,0.0,False
agentbench-20260604_151332,NodeBB/NodeBB,04998908,high-reuse,execution,2,768.9820000000001,4031.444,11252,92,True,8768,2484,0.7792392463562033,True,False,,,0.0,False
agentbench-20260604_151332,NodeBB/NodeBB,04998908,high-reuse,patch_generation,0,292.97200000000004,2673.166,9617,8,True,9472,145,0.9849225330144535,True,False,,,0.0,False
agentbench-20260604_151332,NodeBB/NodeBB,04998908,high-reuse,review,0,293.279,4916.244,10752,6,True,9600,1152,0.8928571428571429,True,False,,,0.0,False
